name,year,importance,community
"CEP (Local 707) v. Alberta (Labour Relations Board)",2004,0.0157865478598874,1144
"R. v. Sullivan",2020,0.0157612489988722,226
"Stein et al. v. ‘Kathy K’ et al. (The Ship)",1975,0.0157307259203362,9
"R. v. N.S.",2012,0.0157133254850469,411
"Coates v. Watson",2017,0.0157099134555549,226
"Granovsky v. Canada (Minister of Employment and Immigration)",2000,0.0157078740664487,226
"R. v. Rudiger",2011,0.0157058460248041,638
"R. v. Spencer",2014,0.0156678206579187,638
"R. v. Beaudry",2007,0.01566759373558,411
"Flora v. Ontario Health Insurance Plan",2007,0.0156603991393043,226
"Groia v. The Law Society of Upper Canada",2016,0.0156603054183885,1144
"Withler v. Canada (Attorney General)",2008,0.0156560610151128,226
"Revell v. Canada (Citizenship and Immigration)",2019,0.0156550698993012,226
"R. v. Thompson",1990,0.0155688836474008,638
"Newfoundland Assn. Of public employees v. R.",2002,0.0155639919110824,226
"Canada (Human Rights Commission) v. Canada (Attorney General)",2012,0.0155608973815326,226
"R. v. Jordan",2016,0.0155489742659789,816
"Suresh v. Canada (Minister of Citizenship and Immigration)",2000,0.0155223817221994,1144
"Nicholson v. Haldimand-Norfolk Regional Police Commissioners",1978,0.0155017820953382,1144
"R. v. Henry",2005,0.0154883661237545,638
"Canadian National Railway Company v. Emerson Milling Inc.",2017,0.0154851594882091,1144
"Ching v. Canada (Immigration, Refugees and Citizenship)",2018,0.0154716770828923,1144
"R. v. Gamble",1988,0.0154688457528921,664
"Quebec (Commission des droits de la personne et des droits de la jeunesse) v. Montréal (City); Quebec (Commission des droits de la personne et des droits de la jeunesse) v. Boisbriand (City)",2000,0.0154661262767401,226
"R v Herntier",2020,0.0154477320504836,411
"R. v. Jones",2017,0.0154165555537115,638
"Haj Khalil v. Canada",2007,0.0153916722948857,99
"R. v. Martineau",1990,0.0153757089606557,411
"Canadian Broadcasting Corp. v. Canada (Labour Relations Board)",1995,0.0153706387268798,1144
"Association of Justices of the Peace of Ontario v. Ontario (Attorney General)",2008,0.0153665435739163,226
"Tontarelli v. R.",2009,0.0153588742189167,638
"B. C. Teacher's Federation v. School District No. 39",2003,0.0153381727401763,226
"Sauvé v. Canada (Chief Electoral Officer)",1999,0.0153315644243968,226
"R. v. Jacoy",1988,0.0153262241061218,638
"Kreishan v. Canada (Citizenship and Immigration)",2019,0.01532309298772,226
"Northwest Territories (Attorney General) v Fédération Franco-Ténoise",2008,0.0152990151997692,226
"R. v. Sharma",2018,0.0152929967668372,666
"Auton (Guardian ad litem of) v. British Columbia (Attorney General)",2004,0.0152919053026669,226
"R v SA",2014,0.0152735178329324,226
"Trang v. Alberta (Edmonton Remand Centre)",2010,0.0152451083118601,226
"R. v. B. (S.A.)",2001,0.0152369722186678,638
"Pearlman v. Manitoba Law Society Judicial Committee",1991,0.0152062406189878,1144
"R. v. Golub",1997,0.0151957143188694,638
"R. v. Pearson",1992,0.0151876999773476,226
"Canada (Attorney General) v. JTI-Macdonald Corp.",2007,0.0151789422375302,226
"R. v. Aguirre",2006,0.0151762028334372,638
"Saumur v. City of Quebec",1953,0.0151670178143632,226
"R. v. Padavattan",2007,0.0151635919691123,638
"Reference Re Alberta Statutes - The Bank Taxation Act; The Credit of Alberta Regulation Act; and the Accurate News and Information Act",1938,0.0151631594918133,226
"R. v. Banks",2001,0.0151344133119445,226
"Nor-Man Regional Health Authority Inc. v. Manitoba Association of Health Care Professionals",2011,0.015098247939258,1144
"Williams Lake Indian Band v. Canada (Aboriginal Affairs and Northern Development)",2018,0.0150927572700703,1144
"R. v. Potvin",1989,0.0150795971310658,411
"Procureur général des Territoires du Nord-Ouest c. Fédération Franco-Ténoise",2008,0.0150750462171228,226
"R. v. Montgomery",2016,0.0150721635350879,638
"British Columbia Civil Liberties Association v Canada (Attorney General)",2018,0.0150659961195974,226
"Hogan v. Ontario (Health and Long-Term Care)",2006,0.0150574263663999,226
"R. v. Mentuck",2001,0.0150527421979965,226
"Abrametz v Law Society of Saskatchewan",2020,0.0150382821258967,1144
"Mounted Police Association of Ontario v. Canada (Attorney General)",2015,0.015025402887157,226
"R. v. Larouche",2014,0.0150247619418854,226
"R. v. Violette",2008,0.0150203996767784,638
